State,Year,Quarter,District,RegisteredUser
telangana,2019,3,hyderabad district,2071673
telangana,2019,3,suryapet district,169675
telangana,2019,3,jogulamba gadwal district,76012
telangana,2019,3,kamareddy district,126537
telangana,2019,3,mulugu district,36280
telangana,2019,3,medchal malkajgiri district,1572320
telangana,2019,3,karimnagar district,274735
telangana,2019,3,mancherial district,163495
telangana,2019,3,siddipet district,196397
telangana,2019,3,khammam district,270101
telangana,2019,4,narayanpet district,61454
telangana,2019,4,nalgonda district,312849
telangana,2019,4,jangaon district,110428
telangana,2019,4,bhadradri kothagudem district,213581
telangana,2019,4,warangal rural district,125617
telangana,2019,4,kumuram bheem asifabad district,54853
telangana,2019,4,nizamabad district,284623
telangana,2019,4,adilabad district,79186
telangana,2019,4,rajanna sircilla district,107765
telangana,2019,4,nagarkurnool district,145325
telangana,2019,4,peddapalle district,200718
telangana,2019,4,nirmal district,93465
telangana,2019,4,mahabubabad district,119715
telangana,2019,4,sangareddy district,493353
telangana,2019,4,wanaparthy district,84527
telangana,2019,4,vikarabad district,128847
telangana,2019,4,jagtial district,166146
telangana,2019,4,yadadri bhuvanagiri district,165781
telangana,2019,4,medak district,117616
telangana,2019,4,mahbubnagar district,176619
telangana,2019,4,jaya shankar bhalupally district,75975
telangana,2019,4,warangal urban district,421970
telangana,2019,4,rangareddy district,2001437
telangana,2019,4,hyderabad district,2283903
telangana,2019,4,suryapet district,192063
telangana,2019,4,jogulamba gadwal district,87093
telangana,2019,4,kamareddy district,144240
telangana,2019,4,mulugu district,41655
telangana,2019,4,medchal malkajgiri district,1714832
telangana,2019,4,karimnagar district,305507
telangana,2019,4,mancherial district,183580
telangana,2019,4,siddipet district,221164
telangana,2019,4,khammam district,304804
telangana,2020,1,narayanpet district,69951
telangana,2020,1,nalgonda district,351793
telangana,2020,1,jangaon district,122645
telangana,2020,1,bhadradri kothagudem district,240218
telangana,2020,1,warangal rural district,138279
telangana,2020,1,kumuram bheem asifabad district,62210
telangana,2020,1,nizamabad district,320572
telangana,2020,1,adilabad district,90082
telangana,2020,1,rajanna sircilla district,119857
telangana,2020,1,nagarkurnool district,165017
telangana,2020,1,peddapalle district,219359
telangana,2020,1,nirmal district,105257
telangana,2020,1,mahabubabad district,133329
telangana,2020,1,sangareddy district,542540
telangana,2020,1,wanaparthy district,95305
telangana,2020,1,vikarabad district,146927
telangana,2020,1,jagtial district,186557
telangana,2020,1,yadadri bhuvanagiri district,184218
telangana,2020,1,medak district,131276
telangana,2020,1,mahbubnagar district,198442
telangana,2020,1,jaya shankar bhalupally district,83741
telangana,2020,1,warangal urban district,457591
telangana,2020,1,rangareddy district,2166829
telangana,2020,1,hyderabad district,2483843
telangana,2020,1,suryapet district,215377
telangana,2020,1,jogulamba gadwal district,98743
telangana,2020,1,kamareddy district,162054
telangana,2020,1,mulugu district,47202
telangana,2020,1,medchal malkajgiri district,1845599
telangana,2020,1,karimnagar district,334300
telangana,2020,1,mancherial district,201832
telangana,2020,1,siddipet district,245168
telangana,2020,1,khammam district,340747
telangana,2020,2,narayanpet district,79975
telangana,2020,2,nalgonda district,393199
telangana,2020,2,jangaon district,135637
telangana,2020,2,bhadradri kothagudem district,269053
telangana,2020,2,warangal rural district,152409
telangana,2020,2,kumuram bheem asifabad district,70431
telangana,2020,2,nizamabad district,362663
telangana,2020,2,adilabad district,102358
telangana,2020,2,rajanna sircilla district,131832
telangana,2020,2,nagarkurnool district,185422
telangana,2020,2,peddapalle district,238823
telangana,2020,2,nirmal district,119692
telangana,2020,2,mahabubabad district,148880
telangana,2020,2,sangareddy district,593360
telangana,2020,2,wanaparthy district,106739
telangana,2020,2,vikarabad district,167218
telangana,2020,2,jagtial district,208759
telangana,2020,2,yadadri bhuvanagiri district,202936
telangana,2020,2,medak district,145635
telangana,2020,2,mahbubnagar district,220639
telangana,2020,2,jaya shankar bhalupally district,91966
telangana,2020,2,warangal urban district,495066
telangana,2020,2,rangareddy district,2313748
telangana,2020,2,hyderabad district,2653534
telangana,2020,2,suryapet district,242820
telangana,2020,2,jogulamba gadwal district,112769
telangana,2020,2,kamareddy district,182240
telangana,2020,2,mulugu district,53156
telangana,2020,2,medchal malkajgiri district,1963353
telangana,2020,2,karimnagar district,362986
telangana,2020,2,mancherial district,221435
telangana,2020,2,siddipet district,269076
telangana,2020,2,khammam district,380382
telangana,2020,3,narayanpet district,88897
telangana,2020,3,nalgonda district,435022
telangana,2020,3,jangaon district,148978
telangana,2020,3,bhadradri kothagudem district,297785
telangana,2020,3,warangal rural district,168438
telangana,2020,3,kumuram bheem asifabad district,79379
telangana,2020,3,nizamabad district,405678
telangana,2020,3,adilabad district,114763
telangana,2020,3,rajanna sircilla district,145258
telangana,2020,3,nagarkurnool district,205810
telangana,2020,3,peddapalle district,259183
telangana,2020,3,nirmal district,134124
telangana,2020,3,mahabubabad district,164800
telangana,2020,3,sangareddy district,649580
telangana,2020,3,wanaparthy district,117968
telangana,2020,3,vikarabad district,186369
telangana,2020,3,jagtial district,232101
telangana,2020,3,yadadri bhuvanagiri district,223066
telangana,2020,3,medak district,160492
telangana,2020,3,mahbubnagar district,243998
telangana,2020,3,jaya shankar bhalupally district,100886
telangana,2020,3,warangal urban district,535485
telangana,2020,3,rangareddy district,2495699
telangana,2020,3,hyderabad district,2875965
telangana,2020,3,suryapet district,269601
telangana,2020,3,jogulamba gadwal district,126584
telangana,2020,3,kamareddy district,201892
telangana,2020,3,mulugu district,59368
telangana,2020,3,medchal malkajgiri district,2111567
telangana,2020,3,karimnagar district,394328
telangana,2020,3,mancherial district,242301
telangana,2020,3,siddipet district,294416
telangana,2020,3,khammam district,421101
telangana,2020,4,narayanpet district,98243
telangana,2020,4,nalgonda district,478409
telangana,2020,4,jangaon district,162803
telangana,2020,4,bhadradri kothagudem district,328326
telangana,2020,4,warangal rural district,183786
telangana,2020,4,kumuram bheem asifabad district,88807
telangana,2020,4,nizamabad district,449731
telangana,2020,4,adilabad district,128184
telangana,2020,4,rajanna sircilla district,160123
telangana,2020,4,nagarkurnool district,226388
telangana,2020,4,peddapalle district,281140
telangana,2020,4,nirmal district,148827
telangana,2020,4,mahabubabad district,181203
telangana,2020,4,sangareddy district,711551
telangana,2020,4,wanaparthy district,129768
telangana,2020,4,vikarabad district,205866
telangana,2020,4,jagtial district,256382
telangana,2020,4,yadadri bhuvanagiri district,244210
telangana,2020,4,medak district,176543
telangana,2020,4,mahbubnagar district,268580
telangana,2020,4,jaya shankar bhalupally district,109685
telangana,2020,4,warangal urban district,579306
telangana,2020,4,rangareddy district,2704868
telangana,2020,4,hyderabad district,3142385
telangana,2020,4,suryapet district,296172
telangana,2020,4,jogulamba gadwal district,139726
telangana,2020,4,kamareddy district,222619
telangana,2020,4,mulugu district,65683
telangana,2020,4,medchal malkajgiri district,2282695
telangana,2020,4,karimnagar district,428019
telangana,2020,4,mancherial district,264886
telangana,2020,4,siddipet district,321082
telangana,2020,4,khammam district,461801
telangana,2021,1,narayanpet district,106583
telangana,2021,1,nalgonda district,517727
telangana,2021,1,jangaon district,175735
telangana,2021,1,bhadradri kothagudem district,354847
telangana,2021,1,warangal rural district,197677
telangana,2021,1,kumuram bheem asifabad district,96381
telangana,2021,1,nizamabad district,485751
telangana,2021,1,adilabad district,138946
telangana,2021,1,rajanna sircilla district,172651
telangana,2021,1,nagarkurnool district,245417
telangana,2021,1,peddapalle district,302119
telangana,2021,1,nirmal district,161330
telangana,2021,1,mahabubabad district,195493
telangana,2021,1,sangareddy district,767476
telangana,2021,1,wanaparthy district,140134
telangana,2021,1,vikarabad district,222697
telangana,2021,1,jagtial district,276806
telangana,2021,1,yadadri bhuvanagiri district,263598
telangana,2021,1,medak district,190586
telangana,2021,1,mahbubnagar district,290086
telangana,2021,1,jaya shankar bhalupally district,118229
telangana,2021,1,warangal urban district,620947
telangana,2021,1,rangareddy district,2906635
telangana,2021,1,hyderabad district,3379663
telangana,2021,1,suryapet district,320013
telangana,2021,1,jogulamba gadwal district,150765
telangana,2021,1,kamareddy district,240460
telangana,2021,1,mulugu district,71073
telangana,2021,1,medchal malkajgiri district,2450573
telangana,2021,1,karimnagar district,459407
telangana,2021,1,mancherial district,285446
telangana,2021,1,siddipet district,346000
telangana,2021,1,khammam district,497818
telangana,2021,2,narayanpet district,114463
telangana,2021,2,nalgonda district,555043
telangana,2021,2,jangaon district,188184
telangana,2021,2,bhadradri kothagudem district,380059
telangana,2021,2,warangal rural district,211532
telangana,2021,2,kumuram bheem asifabad district,103556
telangana,2021,2,nizamabad district,518801
telangana,2021,2,adilabad district,148869
telangana,2021,2,rajanna sircilla district,184273
telangana,2021,2,nagarkurnool district,263411
telangana,2021,2,peddapalle district,322666
telangana,2021,2,nirmal district,172714
telangana,2021,2,mahabubabad district,209567
telangana,2021,2,sangareddy district,820387
telangana,2021,2,wanaparthy district,150138
telangana,2021,2,vikarabad district,238633
telangana,2021,2,jagtial district,295472
telangana,2021,2,yadadri bhuvanagiri district,282382
telangana,2021,2,medak district,204292
telangana,2021,2,mahbubnagar district,310193
telangana,2021,2,jaya shankar bhalupally district,126605
telangana,2021,2,warangal urban district,661592
telangana,2021,2,rangareddy district,3097973
telangana,2021,2,hyderabad district,3598337
telangana,2021,2,suryapet district,342919
telangana,2021,2,jogulamba gadwal district,161753
telangana,2021,2,kamareddy district,257384
telangana,2021,2,mulugu district,76355
telangana,2021,2,medchal malkajgiri district,2611159
telangana,2021,2,karimnagar district,490218
telangana,2021,2,mancherial district,305137
telangana,2021,2,siddipet district,370224
telangana,2021,2,khammam district,532589
telangana,2021,3,narayanpet district,123698
telangana,2021,3,nalgonda district,598288
telangana,2021,3,jangaon district,202760
telangana,2021,3,bhadradri kothagudem district,409224
telangana,2021,3,warangal rural district,227582
telangana,2021,3,kumuram bheem asifabad district,112005
telangana,2021,3,nizamabad district,556044
telangana,2021,3,adilabad district,160401
telangana,2021,3,rajanna sircilla district,197653
telangana,2021,3,nagarkurnool district,284427
telangana,2021,3,peddapalle district,346172
telangana,2021,3,nirmal district,186080
telangana,2021,3,mahabubabad district,225821
telangana,2021,3,sangareddy district,880907
telangana,2021,3,wanaparthy district,161625
telangana,2021,3,vikarabad district,257234
telangana,2021,3,jagtial district,316708
telangana,2021,3,yadadri bhuvanagiri district,303988
telangana,2021,3,medak district,220085
telangana,2021,3,mahbubnagar district,332912
telangana,2021,3,jaya shankar bhalupally district,136483
telangana,2021,3,warangal urban district,707591
telangana,2021,3,rangareddy district,3310906
telangana,2021,3,hyderabad district,3839513
telangana,2021,3,suryapet district,369487
telangana,2021,3,jogulamba gadwal district,174716
telangana,2021,3,kamareddy district,276848
telangana,2021,3,mulugu district,82466
telangana,2021,3,medchal malkajgiri district,2790387
telangana,2021,3,karimnagar district,524929
telangana,2021,3,mancherial district,327681
telangana,2021,3,siddipet district,398010
telangana,2021,3,khammam district,572647
telangana,2021,4,narayanpet district,132812
telangana,2021,4,nalgonda district,641044
telangana,2021,4,jangaon district,216959
telangana,2021,4,bhadradri kothagudem district,438017
telangana,2021,4,warangal rural district,243471
telangana,2021,4,kumuram bheem asifabad district,120270
telangana,2021,4,nizamabad district,593223
telangana,2021,4,adilabad district,171840
telangana,2021,4,rajanna sircilla district,210757
telangana,2021,4,nagarkurnool district,304863
telangana,2021,4,peddapalle district,369792
telangana,2021,4,nirmal district,199256
telangana,2021,4,mahabubabad district,242028
telangana,2021,4,sangareddy district,940845
telangana,2021,4,wanaparthy district,173070
telangana,2021,4,vikarabad district,275384
telangana,2021,4,jagtial district,337979
telangana,2021,4,yadadri bhuvanagiri district,325245
telangana,2021,4,medak district,235661
telangana,2021,4,mahbubnagar district,355529
telangana,2021,4,jaya shankar bhalupally district,146183
telangana,2021,4,warangal urban district,753613
telangana,2021,4,rangareddy district,3523496
telangana,2021,4,hyderabad district,4081185
telangana,2021,4,suryapet district,395614
telangana,2021,4,jogulamba gadwal district,187444
telangana,2021,4,kamareddy district,296281
telangana,2021,4,mulugu district,88544
telangana,2021,4,medchal malkajgiri district,2969740
telangana,2021,4,karimnagar district,559456
telangana,2021,4,mancherial district,350142
telangana,2021,4,siddipet district,425592
telangana,2021,4,khammam district,612314
telangana,2022,1,narayanpet district,141328
telangana,2022,1,nalgonda district,681754
telangana,2022,1,jangaon district,230792
telangana,2022,1,bhadradri kothagudem district,465349
telangana,2022,1,warangal rural district,259006
telangana,2022,1,kumuram bheem asifabad district,128148
telangana,2022,1,nizamabad district,628661
telangana,2022,1,adilabad district,182668
telangana,2022,1,rajanna sircilla district,223437
telangana,2022,1,nagarkurnool district,324408
telangana,2022,1,peddapalle district,392476
telangana,2022,1,nirmal district,211771
telangana,2022,1,mahabubabad district,257761
telangana,2022,1,sangareddy district,997988
telangana,2022,1,wanaparthy district,183885
telangana,2022,1,vikarabad district,292925
telangana,2022,1,jagtial district,358314
telangana,2022,1,yadadri bhuvanagiri district,345555
telangana,2022,1,medak district,250764
telangana,2022,1,mahbubnagar district,377199
telangana,2022,1,jaya shankar bhalupally district,155585
telangana,2022,1,warangal urban district,797162
telangana,2022,1,rangareddy district,3722676
telangana,2022,1,hyderabad district,4306136
telangana,2022,1,suryapet district,420703
telangana,2022,1,jogulamba gadwal district,199570
telangana,2022,1,kamareddy district,314999
telangana,2022,1,mulugu district,94447
telangana,2022,1,medchal malkajgiri district,3138387
telangana,2022,1,karimnagar district,592752
telangana,2022,1,mancherial district,371749
telangana,2022,1,siddipet district,452034
telangana,2022,1,khammam district,650223
telangana,2022,2,narayanpet district,149430
telangana,2022,2,nalgonda district,719911
telangana,2022,2,jangaon district,243599
telangana,2022,2,bhadradri kothagudem district,491003
telangana,2022,2,warangal rural district,273508
telangana,2022,2,kumuram bheem asifabad district,135588
